-97.960308,-170.013711,2.595836,17402.32031250000000
-97.810030,-171.941087,2.976616,19507.53515625000000
-97.715944,34.452144,3.600380,20043.33007812500000
-97.890705,36.808457,3.037168,19836.37695312500000
-97.875699,35.168819,1.784757,15802.24707031250000
-97.590558,-170.015782,1.226775,12646.29492187500000
-97.619005,36.801558,1.487743,16025.01757812500000
-97.531199,-171.676427,1.242529,15092.80078125000000
-97.277336,32.465715,3.509546,22135.75976562500000
-97.124912,35.234742,0.785440,13624.03808593750000
-97.475633,32.852598,2.077264,14558.71582031250000
-97.158313,-170.486420,4.880880,24928.37109375000000
-97.305089,-173.116267,1.935569,16026.98242187500000
-97.370118,-167.370752,2.461150,16193.84667968750000
-97.200006,-168.364599,4.355477,21583.42187500000000
-97.016990,-173.700169,3.027478,18509.51757812500000
-97.089231,-172.670841,4.518612,24122.29101562500000
-96.873380,38.440771,3.756623,20940.03320312500000
-96.866198,38.693380,2.397323,18832.38671875000000
-96.733712,33.417355,5.280945,29059.03320312500000
-96.948847,36.882445,5.087235,27075.54101562500000
-96.912563,33.557475,0.753184,11337.57519531250000
-96.799247,30.543877,2.723472,12486.92480468750000
-96.747860,-169.420615,0.592326,10905.06738281250000
-96.880712,31.422421,1.462240,11256.12304687500000
-96.793331,-166.301966,1.414177,9955.61718750000000
-96.784264,-173.057869,1.105833,15804.20800781250000
-96.682310,38.351901,1.348530,16895.05664062500000
-96.682005,30.757567,4.137264,21088.79101562500000
-96.564405,-167.750627,0.700922,9348.87109375000000
-96.682608,-171.096504,0.531003,12770.40820312500000
-96.452050,-166.012585,4.730626,19537.92968750000000
-96.424110,36.967389,0.554425,15128.10156250000000
-96.626714,-165.126547,2.691558,9938.22363281250000
-96.343681,29.939679,1.458727,9302.64355468750000
-96.115284,-172.704846,5.865113,31123.00195312500000
-96.048146,-166.376591,0.673871,11066.41406250000000
-96.062854,-174.663275,4.051903,21622.38867187500000
-95.969431,28.855050,2.061493,7155.83398437500000
-95.708251,28.645778,3.702241,11859.58007812500000
-95.843330,-164.083242,3.901751,10445.76953125000000
-95.842786,-174.872890,1.749020,19279.81835937500000
-95.808618,39.170340,4.993051,23533.36328125000000
-95.702678,38.701046,0.743894,18339.70703125000000
-95.662758,30.445809,0.630442,11320.53613281250000
-95.567122,34.066126,9.742860,43459.08203125000000
-95.611900,-168.770626,9.573650,39874.98437500000000
-95.603570,33.468142,6.742531,35718.28125000000000
-95.525488,-170.272961,0.247492,16626.14648437500000
-95.602274,-169.927239,0.000000,21861.89453125000000
-95.898859,-164.409369,1.334396,7792.32861328125000
-95.361434,-174.329236,0.778260,18460.47851562500000
-95.574237,-170.232326,6.731833,33230.12890625000000
-95.689118,-168.234229,6.528202,31164.83593750000000
-95.564298,-168.067172,0.326755,15041.80761718750000
-95.523655,32.707904,12.587339,42586.76562500000000
-95.509626,35.498902,6.771760,36739.87890625000000
-95.491163,35.423640,12.721889,47928.96093750000000
-95.814675,39.725397,1.721723,18431.58398437500000
-95.427915,32.128584,0.348509,16046.24121093750000
-95.180787,35.510462,0.000000,17433.29296875000000
-95.419846,32.124281,0.000000,20754.12500000000000
-95.270179,-167.182505,13.023022,42781.91796875000000
-95.309511,-163.039967,2.473086,8475.90722656250000
-95.559269,40.164307,3.366995,20216.83984375000000
-95.174529,-167.209283,0.000000,27741.65429687500000
-95.154546,36.678631,9.749250,41516.30859375000000
-95.076807,28.937722,5.451641,18170.14843750000000
-95.246777,-171.658322,10.228800,44921.92187500000000
-95.222935,-170.881584,13.672340,45782.59375000000000
-94.990328,27.575877,2.414255,9914.89160156250000
-95.047414,-166.113734,0.363441,18999.04687500000000
-95.178828,31.274907,10.151705,41400.54296875000000
-95.046468,30.970847,6.985084,32749.84375000000000
-94.997354,-164.281383,0.696508,13193.57617187500000
-95.079444,-172.226742,6.937910,37828.75390625000000
-95.070168,-172.243863,0.115520,16369.75097656250000
-94.925351,-165.846348,6.955483,29224.80273437500000
-95.167466,-164.286673,5.505697,18007.11914062500000
-94.773985,-168.301091,15.730577,41203.24218750000000
-94.813079,34.473635,15.768699,50946.83593750000000
-95.003173,-166.093290,9.939856,36597.83984375000000
-94.867550,28.165298,1.142884,16729.42382812500000
-95.160104,-174.441427,5.823455,24363.09765625000000
-94.458342,29.654296,0.397190,20794.89062500000000
-94.565682,40.053535,0.808695,18922.07031250000000
-94.659306,30.164737,12.509228,40549.17187500000000
-94.850667,-176.113665,2.778460,18879.76953125000000
-94.846874,38.273212,0.370812,18878.13867187500000
-94.242066,-175.868765,1.090193,18425.25390625000000
-94.629392,31.649660,15.144504,45500.41406250000000
-94.628185,-162.944481,1.281136,13334.59667968750000
-94.297297,-164.474502,0.424837,18205.98046875000000
-94.228245,27.079871,3.941575,15864.32421875000000
-94.234757,29.592713,0.000000,28018.14648437500000
-94.344102,-164.714277,12.324373,29486.44921875000000
-94.283402,-165.990278,15.117891,39932.70312500000000
